full_text;cleaned;cleaned_token;count;sentiment
LRT Jabodebek menambah dua rangkaian kereta atau trainset (TS) yang dioperasikan mulai hari ini, Jumat (1/3/2024). https://t.co/hh5cq8z5ek;lrt jabodebek menambah rangkaian kereta trainset ts dioperasikan;['lrt', 'jabodebek', 'menambah', 'rangkaian', 'kereta', 'trainset', 'ts', 'dioperasikan'];1;positif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Kurang petugas sih, kalo malem jam 9an rada serem soalnya sepi gitu;petugas malem jam an rada serem sepi;['petugas', 'malem', 'jam', 'an', 'rada', 'serem', 'sepi'];-1;negatif
Tarif promo LRT Jabodebek diperpanjang hingga 31 Maret 2024. Tarif promo itu sebelumnya sudah berakhir pada 29 Februari kemarin. https://t.co/KFkMkyg4HW;tarif promo lrt jabodebek diperpanjang hingga maret tarif promo februari kemarin;['tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret', 'tarif', 'promo', 'februari', 'kemarin'];1;positif
Kemenhub Perpanjang Tarif Promo LRT Jabodebek hingga 31 Maret 2024 https://t.co/2mwr072Agq;kemenhub perpanjang tarif promo lrt jabodebek hingga maret;['kemenhub', 'perpanjang', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret'];1;positif
LRT Jabodebek melakukan penambahan 44 perjalanan pada hari kerja (weekday) mulai Jumat, 1 Maret 2024. Maka, jumlah perjalanan LRT Jabodebek setiap harinya pada hari kerja menjadi 308 perjalanan.  #LRT #Jabodetabek   https://t.co/MquXOIZk1H;lrt jabodebek penambahan perjalanan kerja weekday maret perjalanan lrt jabodebek harinya kerja perjalanan lrt jabodetabek;['lrt', 'jabodebek', 'penambahan', 'perjalanan', 'kerja', 'weekday', 'maret', 'perjalanan', 'lrt', 'jabodebek', 'hari', 'nya', 'kerja', 'perjalanan', 'lrt', 'jabodetabek'];2;positif
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Tapi ga estetik kak, ga bisa dipake utk memandangi pencakar langit Jakarta;estetik kak dipake utk memandangi pencakar langit jakarta;['estetik', 'kak', 'dipake', 'utk', 'memandangi', 'pencakar', 'langit', 'jakarta'];-1;negatif
@arungbudoyo @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Semoga segera beratap mas yg di Sudirman ??;semoga beratap sudirman??;['semoga', 'beratap', 'sudirman??'];0;netral
@imeeeemm @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Nah itu dia haha;haha;['haha'];0;netral
@husnimubarak_id @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ Wah gak kaya jepang nih;kaya jepang nih;['kaya', 'jepang', 'nih'];-1;negatif
Promo LRT Jabodebek Diperpanjang hingga 31 Maret 2024 https://t.co/HF9SfZ4Fkc #News #Berita #Kabar #Popular #klikwarta #InfoMasyarakat #viral #beritaterkini;promo lrt jabodebek diperpanjang hingga maret news berita kabar popular klikwarta infomasyarakat viral beritaterkini;['promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret', 'news', 'berita', 'kabar', 'popular', 'klikwarta', 'infomasyarakat', 'viral', 'beritaterkini'];1;positif
Kabar baik untuk sobat Elarti  Hore, Tarif Promo LRT Jabodebek Diperpanjang hingga 31 Maret 2024 https://t.co/1weAi3TfCe;kabar sobat elarti hore tarif promo lrt jabodebek diperpanjang hingga maret;['kabar', 'sobat', 'elarti', 'hore', 'tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret'];2;positif
LRT Jabodebek menambah 44 perjalanan pada hari kerja mulai 1 Maret 2024. Waktu menunggu antar kereta (headway) pun menjadi lebih singkat. https://t.co/zznjZuxsVE #InvestorDaily #investasi #Saham;lrt jabodebek menambah perjalanan kerja maret menunggu kereta headway singkat investordaily investasi saham;['lrt', 'jabodebek', 'menambah', 'perjalanan', 'kerja', 'maret', 'menunggu', 'kereta', 'headway', 'singkat', 'investordaily', 'investasi', 'saham'];1;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI berharap dengan perpanjangan penambahan waktu layanan ini dapat mengakomodir kebutuhan pengguna   #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/G9KhsVrufz;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai berharap perpanjangan penambahan layanan mengakomodir kebutuhan pengguna kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'berharap', 'perpanjangan', 'penambahan', 'layanan', 'mengakomodir', 'kebutuhan', 'pengguna', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Perpanjang Tarif Promo LRT Jabodebek hingga 31 Maret 2024 - https://t.co/eEwLGa2rDw https://t.co/ScKFAWoIJA;perpanjang tarif promo lrt jabodebek hingga maret;['perpanjang', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret'];1;positif
Asyik! Tarif Promo LRT Jabodebek Diperpanjang Sampai 31 Maret 2024 https://t.co/Vflt6smedH;asyik tarif promo lrt jabodebek diperpanjang maret;['asyik', 'tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'maret'];1;positif
Kemenhub perpanjang tarif promo LRT Jabodebek hingga 31 Maret 2024 https://t.co/aT7kGNBBoL;kemenhub perpanjang tarif promo lrt jabodebek hingga maret;['kemenhub', 'perpanjang', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret'];1;positif
Penambahan trainset yang beroperasi itu untuk menunjang penambahan frekuensi perjalanan LRT Jabodebek. https://t.co/OPjInAM9zE;penambahan trainset beroperasi menunjang penambahan frekuensi perjalanan lrt jabodebek;['penambahan', 'trainset', 'beroperasi', 'menunjang', 'penambahan', 'frekuensi', 'perjalanan', 'lrt', 'jabodebek'];1;positif
Mulai hari ini 1 Maret 2024, layanan LRT Jabodebek akan ditambah frekuensinya jadi 308 perjalanan per hari. Waktu tunggu kereta paling cepat 6 menit. https://t.co/m9FL5VgIoJ;maret layanan lrt jabodebek ditambah frekuensinya perjalanan tunggu kereta cepat menit;['maret', 'layanan', 'lrt', 'jabodebek', 'ditambah', 'frekuensi', 'nya', 'perjalanan', 'tunggu', 'kereta', 'cepat', 'menit'];1;positif
JPO Interchange KRL Cawang x Transjakarta x LRT Cikoko bisa jadi percontohan: Nyaman, aman, dan beratap. ?  @lrtjabodebek @PT_Transjakarta @CommuterLine @jalur5_ @txttransportasi @BisKota_ https://t.co/Nr2gSpHKbh;jpo interchange krl cawang x transjakarta x lrt cikoko percontohan nyaman aman beratap?;['jpo', 'interchange', 'krl', 'cawang', 'x', 'transjakarta', 'x', 'lrt', 'cikoko', 'percontohan', 'nyaman', 'aman', 'beratap?'];2;positif
Kemenhub Perpanjang Tarif Promo LRT Jabodebek Sampai 31 Maret, Ditopang PSO https://t.co/CA7q2kHUu9 #TempoBisnis;kemenhub perpanjang tarif promo lrt jabodebek maret ditopang pso tempobisnis;['kemenhub', 'perpanjang', 'tarif', 'promo', 'lrt', 'jabodebek', 'maret', 'ditopang', 'pso', 'tempobisnis'];1;positif
PT KAI Operasikan 18 Trainset LRT Jabodebek Sekaligus Hari Ini https://t.co/qar3yOKL4j;pt kai operasikan trainset lrt jabodebek;['pt', 'kai', 'operasikan', 'trainset', 'lrt', 'jabodebek'];1;positif
bertambah lagi lawan berat KRL @CommuterLine untuk urusan headaway. Setelah ada @mrtjakarta .. sekarang tambah lagi @lrtjkt / @lrtjabodebek   https://t.co/ZYgGWF1ESp;bertambah lawan berat krl urusan headaway;['bertambah', 'lawan', 'berat', 'krl', 'urusan', 'headaway'];1;positif
Kemenhub memperpanjang pemberlakuan tarif promo LRT Jabodebek hingga 31 Maret 2024. #bisnisupdate #update #bisnis #text https://t.co/8smzhDSyYH;kemenhub memperpanjang pemberlakuan tarif promo lrt jabodebek hingga maret bisnisupdate update bisnis text;['kemenhub', 'memperpanjang', 'pemberlakuan', 'tarif', 'promo', 'lrt', 'jabodebek', 'hingga', 'maret', 'bisnisupdate', 'update', 'bisnis', 'text'];1;positif
Tarif Promo LRT Jabodebek Diperpanjang hingga 31 Maret 2024 https://t.co/fELUAKug2O;tarif promo lrt jabodebek diperpanjang hingga maret;['tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret'];1;positif
Pengumuman! Tarif promo LRT Jabodebek diperpanjang hingga 31 Maret 2024 https://t.co/uErQUlc3ed;pengumuman tarif promo lrt jabodebek diperpanjang hingga maret;['pengumuman', 'tarif', 'promo', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret'];1;positif
Promo Tarif LRT Jabodebek Diperpanjang hingga Akhir Maret 2024 https://t.co/uTJMHddIwO;promo tarif lrt jabodebek diperpanjang hingga maret;['promo', 'tarif', 'lrt', 'jabodebek', 'diperpanjang', 'hingga', 'maret'];1;positif
@literarybase Kalau untuk @lrtjabodebek masih oke ya�;ya�;['ya�'];0;netral
@lrtjabodebek halo min mau tanya besok 2 maret masih tarif diskon ga? terus kereta paling malem dari dukuh atas jam berapa? tolong dijawab. urgent;halo min besok maret tarif diskon kereta malem dukuh jam tolong urgent;['halo', 'min', 'besok', 'maret', 'tarif', 'diskon', 'kereta', 'malem', 'dukuh', 'jam', 'tolong', 'urgent'];0;netral
Tarif LRT Jabodebek sampai 31 Maret 2024 masih menggunakan skema tarif dinamis atau dynamic pricing dengan pembatasan tarif maksimal. https://t.co/DYRUPmZjXv;tarif lrt jabodebek maret skema tarif dinamis dynamic pricing pembatasan tarif maksimal;['tarif', 'lrt', 'jabodebek', 'maret', 'skema', 'tarif', 'dinamis', 'dynamic', 'pricing', 'pembatasan', 'tarif', 'maksimal'];1;positif
PT Kereta Api Indonesia (Persero) akan menambah jumlah perjalanan pada hari kerja. KAI akan melakukan penambahan 44 perjalanan LRT Jabodebek pada hari kerja mulai 1 Maret 2024. Selengkapnya https://t.co/vRy4XiW9EV;pt kereta api indonesia persero menambah perjalanan kerja kai penambahan perjalanan lrt jabodebek kerja maret selengkapnya;['pt', 'kereta', 'api', 'indonesia', 'persero', 'menambah', 'perjalanan', 'kerja', 'kai', 'penambahan', 'perjalanan', 'lrt', 'jabodebek', 'kerja', 'maret', 'selengkapnya'];2;positif
KAI menambah 44 perjalanan LRT Jabodebek pada hari kerja (weekday) sehingga mempercepat jarak kedatangan (headway) kereta menjadi 6 menit. Begini kesan penumpang. https://t.co/4Yxi2h6fi3;kai menambah perjalanan lrt jabodebek kerja weekday mempercepat jarak kedatangan headway kereta menit kesan penumpang;['kai', 'menambah', 'perjalanan', 'lrt', 'jabodebek', 'kerja', 'weekday', 'mempercepat', 'jarak', 'kedatangan', 'headway', 'kereta', 'menit', 'kesan', 'penumpang'];1;positif
@lrtjabodebek halo kalo dr stasiun bni city ke lrt dukuh atas, apakah tersedia akses utk pejalan kaki?;halo dr stasiun bni city lrt dukuh tersedia akses utk pejalan kaki;['halo', 'dr', 'stasiun', 'bni', 'city', 'lrt', 'dukuh', 'tersedia', 'akses', 'utk', 'pejalan', 'kaki'];0;netral
@1orever @jalur5_ @lrtjabodebek @KeretaCepatID Berasa kek palet warna parpol... ??;berasa kek palet warna parpol??;['berasa', 'kek', 'palet', 'warna', 'parpol??'];0;netral
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  Perpanjangan penambahan waktu layanan ini sebagai respon terhadap antusiasme yang https://t.co/MDRVJ2aDKd;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib perpanjangan penambahan layanan respon antusiasme;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'perpanjangan', 'penambahan', 'layanan', 'respon', 'antusiasme'];1;positif
LRT Jabodebek Tambah 44 Perjalanan mulai Maret 2024 https://t.co/J2rywEpq3e #beritasatu #news #berita;lrt jabodebek perjalanan maret news berita;['lrt', 'jabodebek', 'perjalanan', 'maret', 'news', 'berita'];1;positif
Situasi LRT Jabodebek setelah masa promo berakhir per hari ini 1 Maret jadi sepi wkwkwk;situasi lrt jabodebek promo maret sepi wkwkwk;['situasi', 'lrt', 'jabodebek', 'promo', 'maret', 'sepi', 'wkwkwk'];-1;negatif
Dengan penambahan ini, jumlah perjalanan LRT Jabodebek setiap harinya (weekday) akan menjadi 308 perjalanan. https://t.co/g4y9ipg8jR;penambahan perjalanan lrt jabodebek harinya weekday perjalanan;['penambahan', 'perjalanan', 'lrt', 'jabodebek', 'hari', 'nya', 'weekday', 'perjalanan'];1;positif
Bisa gak jadwal lo gak tiap bulan ganti? @lrtjabodebek ampun deh;jadwal ganti ampun deh;['jadwal', 'ganti', 'ampun', 'deh'];-1;negatif
Masyarakat dapat melihat sekaligus mengunduh jadwal LRT Jabodebek per 1 Maret 2024 berikut ini. Ada 308 perjalanan per hari. https://t.co/MOb7gJtryq;masyarakat mengunduh jadwal lrt jabodebek maret perjalanan;['masyarakat', 'mengunduh', 'jadwal', 'lrt', 'jabodebek', 'maret', 'perjalanan'];1;positif
Perjalanan LRT Jabodebek Ditambah Mulai 1 Maret 2024, Jadi 308 Perjalanan Saat Hari Kerja https://t.co/0vMUZIXrft;perjalanan lrt jabodebek ditambah maret perjalanan kerja;['perjalanan', 'lrt', 'jabodebek', 'ditambah', 'maret', 'perjalanan', 'kerja'];1;positif
Atau kritik knp JPO dpn Pasar Festival Kuningan tdk terkoneksi dgn stasiun #LRTJabodebek &amp  halte #Busway yg jg tepat ada disampingnya;kritik knp jpo dpn pasar festival kuningan tdk terkoneksi dgn stasiun lrtjabodebek amp halte busway jg disampingnya;['kritik', 'knp', 'jpo', 'dpn', 'pasar', 'festival', 'kuningan', 'tdk', 'terkoneksi', 'dgn', 'stasiun', 'lrtjabodebek', 'amp', 'halte', 'busway', 'jg', 'disamping', 'nya'];-1;negatif
Drpd ributin JPO gk beratap, knp gkd yg ributin Simpang Temu Dukuh Atas yg segede gaban itu gk terkoneksi dgn jembatan #busway Galunggung yg tepat di sampingnya, jd org kl mw nyambung #LRTJabodebek ke busway mesti kluar stasiun dl n jln kaki ujan2an ato panas2an ke halte busway;drpd ributin jpo gk beratap knp gkd ributin simpang temu dukuh segede gaban gk terkoneksi dgn jembatan busway galunggung sampingnya jd orang kl mw nyambung lrtjabodebek busway kluar stasiun dl n jln kaki ujanan ato panasan halte busway;['drpd', 'ributin', 'jpo', 'gk', 'beratap', 'knp', 'gkd', 'ributin', 'simpang', 'temu', 'dukuh', 'segede', 'gaban', 'gk', 'terkoneksi', 'dgn', 'jembatan', 'busway', 'galunggung', 'samping', 'nya', 'jd', 'orang', 'kl', 'mw', 'nyambung', 'lrtjabodebek', 'busway', 'kluar', 'stasiun', 'dl', 'n', 'jln', 'kaki', 'ujanan', 'ato', 'panasan', 'halte', 'busway'];-1;negatif
@ken_aryadharma @jalur5_ @lrtjabodebek @KeretaCepatID Udah mah dominan nya merah item, eh nyempil kuning. Jd bingung ??;dominan merah item eh nyempil kuning jd bingung??;['dominan', 'merah', 'item', 'eh', 'nyempil', 'kuning', 'jd', 'bingung??'];-1;negatif
@jalur5_ Ni @lrtjabodebek coba deh pilih skema warna yg lebih ramah kalo bikin postingan. Paduan dominan hitam dan merah kadang kurang nyaman di mata apalagi buat perusahaan layanan transportasi publik. Klo pun pake dominan merah coba contoh @KeretaCepatID yg lebih friendly.;ni coba deh pilih skema warna ramah bikin postingan paduan dominan hitam merah nyaman mata perusahaan layanan transportasi publik klo pake dominan merah coba friendly;['ni', 'coba', 'deh', 'pilih', 'skema', 'warna', 'ramah', 'bikin', 'postingan', 'paduan', 'dominan', 'hitam', 'merah', 'nyaman', 'mata', 'perusahaan', 'layanan', 'transportasi', 'publik', 'klo', 'pake', 'dominan', 'merah', 'coba', 'friendly'];-1;negatif
@lrtjabodebek kapan jadi min lrt Jabodetabek Cikarang semoga cepat selesai @KAI121 semoga Rute Krl Gerbong di tambah kepadatan berkurang di jam padat kerja RT;min lrt jabodetabek cikarang semoga cepat selesai semoga krl gerbong kepadatan berkurang jam padat kerja rt;['min', 'lrt', 'jabodetabek', 'cikarang', 'semoga', 'cepat', 'selesai', 'semoga', 'krl', 'gerbong', 'kepadatan', 'berkurang', 'jam', 'padat', 'kerja', 'rt'];0;netral
@lrtjabodebek min ini paling malem 20.50 atau ada jadwal terbarunya?;min malem jadwal terbarunya;['min', 'malem', 'jadwal', 'terbaru', 'nya'];0;netral
PT Kereta Api Indonesia (Persero) Divisi LRT Jabodebek menambah 44 perjalanan LRT Jabodebek setiap hari kerja. Penambahan jadwal ini berlaku efektif mulai Jumat besok (1/3).   Manajer Humas LRT Jabodebek Mahendro Trang Bawono menyebutkan bahwa LRT Jabodebek akan menjadi 6 menit� https://t.co/ubqBywsqtM;pt kereta api indonesia persero divisi lrt jabodebek menambah perjalanan lrt jabodebek kerja penambahan jadwal efektif besok manajer humas lrt jabodebek mahendro trang bawono lrt jabodebek menit�;['pt', 'kereta', 'api', 'indonesia', 'persero', 'divisi', 'lrt', 'jabodebek', 'menambah', 'perjalanan', 'lrt', 'jabodebek', 'kerja', 'penambahan', 'jadwal', 'efektif', 'besok', 'manajer', 'humas', 'lrt', 'jabodebek', 'mahendro', 'trang', 'bawono', 'lrt', 'jabodebek', 'menit�'];2;positif
Buat yang sering naik LRT, berikut jadwal keberangkatan awal dan akhir LRT Jabodebek yang berlaku mulai 1 Maret 2024. Jumlah perjalanan turut diperpanjang! https://t.co/iFbLmPNbiC;lrt jadwal keberangkatan lrt jabodebek maret perjalanan diperpanjang;['lrt', 'jadwal', 'keberangkatan', 'lrt', 'jabodebek', 'maret', 'perjalanan', 'diperpanjang'];1;positif
LRT Jabodebek Tambah Jumlah Perjalanan per 1 Maret 2024 https://t.co/kwuJduUxgb #TempoBisnis;lrt jabodebek perjalanan maret tempobisnis;['lrt', 'jabodebek', 'perjalanan', 'maret', 'tempobisnis'];1;positif
Jadwal Perjalanan LRT Jabodebek Ditambah Mulai 1 Maret, Headway Antar Kereta Makin Singkat https://t.co/iuYE6QC4PG;jadwal perjalanan lrt jabodebek ditambah maret headway kereta singkat;['jadwal', 'perjalanan', 'lrt', 'jabodebek', 'ditambah', 'maret', 'headway', 'kereta', 'singkat'];1;positif
PT Kereta Api Indonesia (Persero) menambah frekuensi perjalanan harian LRT Jabodebek sebanyak 44 perjalanan pada Senin sampai Jumat mulai 1 Maret 2024 https://t.co/HoHfS6o7ZI;pt kereta api indonesia persero menambah frekuensi perjalanan harian lrt jabodebek perjalanan maret;['pt', 'kereta', 'api', 'indonesia', 'persero', 'menambah', 'frekuensi', 'perjalanan', 'harian', 'lrt', 'jabodebek', 'perjalanan', 'maret'];1;positif
LRT Jabodebek Tambah 44 Perjalanan, Waktu Tunggu Cuma 6 Menit https://t.co/yD96RZ1wOO;lrt jabodebek perjalanan tunggu menit;['lrt', 'jabodebek', 'perjalanan', 'tunggu', 'menit'];1;positif
Mulai 1 Maret LRT Jabodebek Tambah 44 Perjalanan, Waktu Tunggu Hanya 6 Menit https://t.co/j57fbghMl5;maret lrt jabodebek perjalanan tunggu menit;['maret', 'lrt', 'jabodebek', 'perjalanan', 'tunggu', 'menit'];1;positif
Per 1 Maret 2024, PT Kereta Api Indonesia (KAI) menambah 44 perjalanan LRT Jabodebek, khusus untuk hari kerja atau weekdays, seiring dengan jumlah pengguna yang terus meningkat.  Simak selengkapnya: https://t.co/qFn6nbevHm https://t.co/lVAT1qvWmp;maret pt kereta api indonesia kai menambah perjalanan lrt jabodebek khusus kerja weekdays seiring pengguna meningkat simak selengkapnya;['maret', 'pt', 'kereta', 'api', 'indonesia', 'kai', 'menambah', 'perjalanan', 'lrt', 'jabodebek', 'khusus', 'kerja', 'weekdays', 'seiring', 'pengguna', 'meningkat', 'simak', 'selengkapnya'];2;positif
PT Kereta Api Indonesia (KAI) bakal menambah jadwal perjalanan LRT Jabodebek mulai besok, Jumat (1/3/2024).  Penambahan perjalanan LRT Jabodebek, kata Mahendro, hanya berlaku saat hari kerja atau weekday.  #SmartNews @kompascom https://t.co/Y7L9EPsQDO;pt kereta api indonesia kai menambah jadwal perjalanan lrt jabodebek besok penambahan perjalanan lrt jabodebek mahendro kerja weekday smartnews;['pt', 'kereta', 'api', 'indonesia', 'kai', 'menambah', 'jadwal', 'perjalanan', 'lrt', 'jabodebek', 'besok', 'penambahan', 'perjalanan', 'lrt', 'jabodebek', 'mahendro', 'kerja', 'weekday', 'smartnews'];1;positif
Manajer Humas LRT Jabodebek Mahendro Trang Bawono mengatakan, waktu tunggu kereta LRT Jabodebek pada lintas Cawang-Dukuh Atas akan menjadi 6 menit. https://t.co/Q8mCrd7lg4;manajer humas lrt jabodebek mahendro trang bawono tunggu kereta lrt jabodebek lintas cawangdukuh menit;['manajer', 'humas', 'lrt', 'jabodebek', 'mahendro', 'trang', 'bawono', 'tunggu', 'kereta', 'lrt', 'jabodebek', 'lintas', 'cawangdukuh', 'menit'];1;positif
LRT Jabodebek Tambah 44 Perjalanan Sehari, Waktu Tunggu cuma 6 Menit! https://t.co/49uU20yuM1;lrt jabodebek perjalanan tunggu menit;['lrt', 'jabodebek', 'perjalanan', 'tunggu', 'menit'];1;positif
Kereta Api Indonesia (Persero) menambah 44 perjalanan LRT Jabodebek yang berlaku mulai besok, Jumat (1/3/2024).  https://t.co/1fMGgccxHy;kereta api indonesia persero menambah perjalanan lrt jabodebek besok;['kereta', 'api', 'indonesia', 'persero', 'menambah', 'perjalanan', 'lrt', 'jabodebek', 'besok'];1;positif
Catat! Mulai Besok 1 Maret 2024, Jadwal Perjalanan LRT Jabodebek saat Weekday dan Weekend Ditambah https://t.co/jjr01gPfYD;catat besok maret jadwal perjalanan lrt jabodebek weekday weekend ditambah;['catat', 'besok', 'maret', 'jadwal', 'perjalanan', 'lrt', 'jabodebek', 'weekday', 'weekend', 'ditambah'];1;positif
#SobatMalangTramway LRT Jabodebek akan melakukan penambahan 44 perjalanan pada hari kerja (weekday) mulai 1 Maret 2024 sehingga jumlah perjalanan�LRT Jabodebek�setiap harinya (pada weekday) akan menjadi 308 perjalanan.  https://t.co/OlY91QsCpF via @liputan6dotcom;sobatmalangtramway lrt jabodebek penambahan perjalanan kerja weekday maret perjalanan lrt jabodebek harinya weekday perjalanan;['sobatmalangtramway', 'lrt', 'jabodebek', 'penambahan', 'perjalanan', 'kerja', 'weekday', 'maret', 'perjalanan', 'lrt', 'jabodebek', 'hari', 'nya', 'weekday', 'perjalanan'];1;positif
Pengguna Naik 16%, KAI Perpanjang Penerapan Penambahan Waktu Layanan Operasi LRT Jabodebek  KAI memperpanjang layanan LRT Jabodebek hingga Februari, dengan waktu operasional hingga 23.03 WIB.  #KAIPerpanjangLayananLRTJabodebek #keretaapikita https://t.co/SrQXOwWWyv;pengguna kai perpanjang penerapan penambahan layanan operasi lrt jabodebek kai memperpanjang layanan lrt jabodebek hingga februari operasional hingga wib kaiperpanjanglayananlrtjabodebek keretaapikita;['pengguna', 'kai', 'perpanjang', 'penerapan', 'penambahan', 'layanan', 'operasi', 'lrt', 'jabodebek', 'kai', 'memperpanjang', 'layanan', 'lrt', 'jabodebek', 'hingga', 'februari', 'operasional', 'hingga', 'wib', 'kaiperpanjanglayananlrtjabodebek', 'keretaapikita'];1;positif
Mulai 1 Maret 2024, KAI akan melakukan penambahan 44 perjalanan LRT Jabodebek pada hari kerja (weekday).  Selengkapnya: https://t.co/gXqqj7fkA8;maret kai penambahan perjalanan lrt jabodebek kerja weekday selengkapnya;['maret', 'kai', 'penambahan', 'perjalanan', 'lrt', 'jabodebek', 'kerja', 'weekday', 'selengkapnya'];1;positif
Total ada 44 perjalanan tambahan LRT Jabodebek yang mulai beroperasi besok. https://t.co/OPOXMJ6mdR;total perjalanan tambahan lrt jabodebek beroperasi besok;['total', 'perjalanan', 'tambahan', 'lrt', 'jabodebek', 'beroperasi', 'besok'];1;positif
Per 1 Maret 2024, PT KAI Divisi #LRTJabodebek akal mengoperasikan penambahan perjalanan pada hari kerja. Simak infonya: https://t.co/kpXYYQilXm;maret pt kai divisi lrtjabodebek akal mengoperasikan penambahan perjalanan kerja simak infonya;['maret', 'pt', 'kai', 'divisi', 'lrtjabodebek', 'akal', 'mengoperasikan', 'penambahan', 'perjalanan', 'kerja', 'simak', 'info', 'nya'];1;positif
KAI mencacat, sejak bulan Desember tahun lalu, ada pertumbuhan jumlah pengguna LRT Jabodebek, terutama pada saat hari kerja (weekday).  https://t.co/yDt6J54kn9;kai mencacat desember pertumbuhan pengguna lrt jabodebek kerja weekday;['kai', 'mencacat', 'desember', 'pertumbuhan', 'pengguna', 'lrt', 'jabodebek', 'kerja', 'weekday'];2;positif
LRT Jabodebek Tambah Perjalanan per 1 Maret 2024, Waktu Tunggu Kereta Jadi 6 Menit https://t.co/q55bpemea1 #Bisnis;lrt jabodebek perjalanan maret tunggu kereta menit bisnis;['lrt', 'jabodebek', 'perjalanan', 'maret', 'tunggu', 'kereta', 'menit', 'bisnis'];1;positif
A day in my life pakai layanan @lrtjabodebek @CommuterLine setiap pulang kerja??   [akan terus diupdate] https://t.co/ci2WfxbTT7;a day in my life pakai layanan pulang kerja?? diupdate;['a', 'day', 'in', 'my', 'life', 'pakai', 'layanan', 'pulang', 'kerja??', 'diupdate'];1;positif
Mulai Besok, LRT Jabodebek Tambah 44 Perjalanan Saat Hari Kerja https://t.co/3EcJrGEsmS;besok lrt jabodebek perjalanan kerja;['besok', 'lrt', 'jabodebek', 'perjalanan', 'kerja'];1;positif
KAI mulai 1 Maret 2024 akan melakukan penambahan 44 perjalanan LRT Jabodebek pada hari kerja (weekday).  Selengkapnya: https://t.co/pR6sdsv4oQ;kai maret penambahan perjalanan lrt jabodebek kerja weekday selengkapnya;['kai', 'maret', 'penambahan', 'perjalanan', 'lrt', 'jabodebek', 'kerja', 'weekday', 'selengkapnya'];1;positif
- LRT Jakarta rutenya masih pendek, udah mulai dibangun sih dari Velodrome ke Manggarai. - LRT Adhi Kar- I mean LRT Jabodebek masih kurang reliable dibandingkan MRT - Kereta cepat baru sampe Halim. Ga bisa bebasin lahan buat bikin trase ke Manggarai gitu, misalnya?;lrt jakarta rutenya pendek dibangun velodrome manggarai lrt adhi kar i mean lrt jabodebek reliable dibandingkan mrt kereta cepat sampe halim bebasin lahan bikin trase manggarai;['lrt', 'jakarta', 'rute', 'nya', 'pendek', 'dibangun', 'velodrome', 'manggarai', 'lrt', 'adhi', 'kar', 'i', 'mean', 'lrt', 'jabodebek', 'reliable', 'dibandingkan', 'mrt', 'kereta', 'cepat', 'sampe', 'halim', 'bebasin', 'lahan', 'bikin', 'trase', 'manggarai'];-1;negatif
Besok LRT Jabodebek Tambah Jadwal Perjalanan, Waktu Tunggu 6 Menit   https://t.co/WsgelmDNrA;besok lrt jabodebek jadwal perjalanan tunggu menit;['besok', 'lrt', 'jabodebek', 'jadwal', 'perjalanan', 'tunggu', 'menit'];1;positif
